task_name,task_count,job_id,none1,status,start_time,end_time,none2,none3
J25_9_11,9,j_467177,1,Terminated,292237,292345,100,0.59
R25_30,1,j_468510,1,Terminated,483136,483163,50,0.3
J25_16_22_24,3,j_469365,1,Terminated,366276,366304,50,0.2
J25_12_13_16_17_24,23,j_469795,1,Terminated,364175,364241,50,0.2
R25_21,1,j_473493,1,Terminated,225723,225732,50,0.2
J25_16_17_18_19_20_21_24,31,j_473578,1,Terminated,628514,629911,50,0.39
J25_3_4_5_24,41,j_496997,1,Terminated,355096,355300,100,0.59
J25_2_4_6_8_10_12_14_16_24,1,j_506873,1,Terminated,451533,451584,50,0.2
J25_1_3_4_5_7_8_9_11_12_13_14_16_17_19_20_21_23_24,121,j_510003,1,Terminated,330238,330257,100,0.49
J25_1_2_3_4_5_7_9_13_14_15_16_19_24,1,j_511728,1,Terminated,619273,619968,50,0.2
M25_4_6_14_22_24,9,j_522089,1,Terminated,181212,181219,100,0.39
J25_17_18_20_21_24,1,j_528451,1,Terminated,383607,383615,100,0.59
J25_16_17_24,1,j_536646,1,Terminated,637561,637632,50,0.3
J25_16_18_20_22_24,9,j_538027,1,Terminated,461009,461054,50,0.2
J25_10_16_20_24,97,j_542084,1,Terminated,367947,369122,50,0.39
J25_62_73,93,j_555737,1,Terminated,89769,89799,100,0.59
J25_8_14_23_24,1,j_556274,1,Terminated,365250,365584,50,0.2
J25_51_52,1,j_558986,1,Terminated,186791,186799,50,0.2
R25_100,1,j_567184,1,Terminated,524388,524418,50,0.2
R25_44,2,j_567198,1,Terminated,277782,277808,100,0.49
J25_7_9_11_23_24,1111,j_573685,1,Terminated,658341,658412,100,0.59
J25_19_22_23_24,23,j_574823,1,Terminated,432085,432546,50,0.3
J25_2_3_4_5_6_7_8_9_10_11_12_14_19_24,17,j_587739,1,Terminated,102260,102273,100,0.49
R25_63,1,j_597534,1,Terminated,623066,623079,100,0.49
R25_21_22_23_24,5,j_622308,1,Terminated,144549,144554,100,0.49
R25_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,1,j_625091,1,Terminated,538950,538981,50,0.2
J25_3_5_7_12_14_18_22_24,19,j_633473,1,Terminated,283650,283686,100,0.49
R25_1_2_3_4_5_6_7_8_9_10_11_12_13_20_21_22_23_24,27,j_657673,1,Terminated,579654,579686,100,0.39
J25_1_3_4_5_7_8_11_12_13_14_15_16_24,15,j_668211,1,Terminated,622705,622709,100,0.49
J25_4_5_7_9_11_24,2,j_672086,1,Terminated,588057,588073,100,0.59
J25_15_22_24,3,j_674974,1,Terminated,195041,195057,100,0.59
J25_15_16_24,31,j_688729,1,Terminated,657417,657480,100,0.59
J25_11_12_13_24,3,j_705698,1,Terminated,266191,266276,50,0.3
J25_9_24,29,j_718670,1,Terminated,429007,429022,100,0.59
J25_3_5_7_8_24,1,j_723564,1,Terminated,378136,378789,50,0.2
J25_3_5_24,1,j_741067,1,Terminated,193661,194008,50,0.3
J25_2_6_9_12_15_20_24,1,j_746777,1,Terminated,526904,527073,50,0.2
J25_10_16_19_24,1,j_762904,1,Terminated,434263,434348,50,0.2
J25_2_4_6_8_9_11_13_14_15_16_17_18_19_20_24,359,j_790951,1,Failed,332334,332467,100,0.49
J25_20_24,83,j_800783,1,Terminated,363576,363581,100,0.59
J25_3_24,1,j_827049,1,Terminated,116259,116687,50,0.3
M25_21_24_32,53,j_829650,1,Terminated,380056,380157,100,0.39
R25_58,1,j_862357,1,Terminated,359976,360011,50,0.2
J25_6_10_12_24,1,j_874938,1,Terminated,632407,632714,50,0.2
J25_2_4_6_7_9_11_16_24,9,j_898972,1,Terminated,524344,526775,50,0.39
J25_5_8_9_24,1,j_900858,1,Terminated,192461,192495,50,0.2
R25_11,457,j_907218,1,Terminated,456637,461867,50,0.59
J25_18_19_20_24,7,j_939502,1,Terminated,571352,571354,100,0.59
J25_3_5,1,j_944523,1,Terminated,268367,268386,50,0.2
J25_20_22_23_24,7,j_977767,1,Terminated,606385,606495,50,0.39
J25_3_24_28,1,j_994116,1,Terminated,264618,264726,50,0.2
R25_5_9_16_24,1,j_995010,1,Terminated,462128,462133,100,0.49
R25_1_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_,183,j_1015531,1,Terminated,228968,228978,100,0.49
J25_2_5_7_8_24,313,j_1020513,1,Terminated,205537,206415,50,0.3
J25_17_24,1,j_1035970,1,Terminated,363727,363733,100,0.59
J25_19_20_21_22_23_24,7,j_1037121,1,Terminated,542707,542782,50,0.39
M25_94,3,j_1038717,1,Terminated,451485,451883,50,0.39
J25_16_21_22_23_24,13,j_1042538,1,Terminated,360912,361016,50,0.59
R25_37,1,j_1067187,1,Terminated,624791,624814,100,0.49
R25_42,1,j_1097495,1,Terminated,681255,681265,50,0.2
J25_3_5_8_24,,j_1124068,1,Waiting,0,0,,
J25_5_9_16_18_24,1,j_1126595,1,Terminated,630232,631114,50,0.3
J25_6_7_8_9_10_24,375,j_1132542,1,Terminated,451487,453743,50,0.49
J25_1_3_4_8_24,1,j_1192110,1,Terminated,201885,202123,50,0.39
J25_7_21_24,23,j_1192468,1,Terminated,120038,120055,100,0.59
R25_60,1,j_1193242,1,Terminated,274913,274918,100,0.49
J25_8_16_24,20,j_1208770,1,Terminated,310538,310593,100,0.59
J25_4_5_7_24,1,j_1209801,1,Terminated,622832,623024,50,0.2
R25_41,71,j_1238031,1,Terminated,202046,203177,50,0.39
R25_1_24,271,j_1245900,1,Terminated,98078,98596,100,0.39
R25_2_3_5_6_7_9_10_12_15_16_17_24,1,j_1248250,1,Terminated,626748,629784,50,0.2
J25_11_23_24,1,j_1276980,1,Terminated,138381,138817,50,0.2
J25_8_9_24,67,j_1277679,1,Terminated,344094,344386,100,0.59
J25_21_24_31_45,607,j_1282323,1,Terminated,582301,582315,100,0.59
R25_7_12_23_24,1,j_1295157,1,Terminated,523821,524079,50,0.2
J25_18_20_24,1,j_1312548,1,Terminated,191539,191784,50,0.2
J25_4_6_9_24,1,j_1330653,1,Running,100790,101390,50,0.2
J25_28_29,1,j_1357550,1,Terminated,125442,125792,100,0.59
J25_5_6_24,1111,j_1359829,1,Terminated,373182,373345,100,0.74
J25_5_7_9_11_14_16_18_20_24,505,j_1398370,1,Terminated,546085,546149,100,0.49
J25_3_6_10_12_14_15_24,37,j_1399777,1,Terminated,461739,461818,50,0.39
J25_8_24,7,j_1420163,1,Terminated,203423,203690,50,0.39
M25_22_24,11,j_1420321,1,Terminated,617483,617501,100,0.3
J25_17_23_24,39,j_1430390,1,Terminated,462118,462137,100,0.79
R25_22_23_24,1,j_1436724,1,Terminated,399272,399278,100,0.39
J25_14_15_16_24,3,j_1445108,1,Terminated,118976,119113,50,0.2
J25_24_27,3,j_1450788,1,Terminated,620196,620202,50,0.2
M25_13_16_17_18_19_20_21_22_24,39,j_1500392,1,Terminated,540023,540094,50,0.39
R25_5,1,j_1512837,1,Terminated,614856,614876,50,0.2
R25_21_24,1,j_1551569,1,Terminated,450238,450609,50,0.2
J25_2_4_24,35,j_1560919,1,Terminated,402325,403962,50,0.49
R25_99,13,j_1605225,1,Terminated,202875,202898,100,0.49
J25_14_17_24,5,j_1629584,1,Terminated,540028,540091,100,0.59
J25_3_4_6_7_24,21,j_1644631,1,Terminated,93538,94042,50,0.39
J25_15_18_19,1,j_1646542,1,Terminated,273676,274079,50,0.39
R25_18,1,j_1716729,1,Terminated,191632,191730,50,0.2
J25_5_8_9_10_19_24,473,j_1722271,1,Terminated,297087,297098,100,0.59
J25_2_4_6_8_10_12_13_24,17,j_1726725,1,Terminated,161499,161599,100,0.64
J25_7_22_24,69,j_1745852,1,Terminated,205991,206316,50,0.39
J25_2_11_13_14_15_24,25,j_1778063,1,Terminated,623446,623471,100,0.59
J25_28_41,7,j_1812307,1,Terminated,318859,318878,100,0.59
J25_21,5,j_1834212,1,Terminated,456089,456134,100,0.59
J25_3_11_24,1,j_1876942,1,Terminated,118934,119355,50,0.2
J25_3_5_8_10_12_15_18_20_23_24,11,j_1894160,1,Terminated,488224,488544,100,0.49
J25_22_24_50,1,j_1897049,1,Terminated,282578,285292,50,0.2
R25_11_24,73,j_1898333,1,Terminated,353259,355866,50,0.3
J25_16_17_23_24,15,j_1900058,1,Terminated,432083,432512,50,0.3
J25_7_8_24,463,j_1904785,1,Terminated,629412,629765,100,0.59
J25_16_24_57,11,j_1920006,1,Terminated,101642,102322,50,0.59
J25_2_3_4_8_22_24,3,j_1973452,1,Terminated,166437,167759,50,0.49
J25_24,3,j_1974391,1,Terminated,626191,629864,50,0.39
M25_2_5_12_14_21_22_24,735,j_2029171,1,Terminated,88373,88404,50,0.3
R25_3_8_11_14_17_20_23_24,1161,j_2072177,1,Terminated,644598,649215,50,0.79
R25_20_24,1,j_2086871,1,Terminated,190654,190664,100,0.49
J25_12_14_17_19_21_24,1,j_2110612,1,Terminated,459615,460124,50,0.2
R25_52,3,j_2115338,1,Terminated,150858,150868,100,0.49
J25_10_24_64,187,j_2125725,1,Terminated,600599,600765,100,0.59
J25_1_2_3_4_5_7_8_24,249,j_2148263,1,Running,308934,308970,50,0.39
J25_8_10_11_16_17_18_20_21_23_24,275,j_2165804,1,Terminated,617239,617258,100,0.59
R25_38,2,j_2185906,1,Terminated,104817,104832,100,0.49
J25_28_30,5,j_2190095,1,Terminated,549340,549610,100,0.59
J25_6_23_24,63,j_2197131,1,Terminated,332402,332860,50,0.3
J25_1_8_11_12_24,53,j_2313288,1,Terminated,595115,595128,100,0.59
J25_1_4_5_6_7_8_9_10_11_12_13_20_21_22_23_24,626,j_2317845,1,Terminated,277697,280532,50,0.39
R25_13,5,j_2419474,1,Terminated,538976,539328,50,0.39
J25_26_27,1,j_2444157,1,Terminated,552115,552123,100,0.59
R25_23_24,1,j_2591422,1,Terminated,555483,555497,100,0.49
J25_16_20,1,j_2667359,1,Terminated,523112,524017,50,0.2
J25_30_32,3,j_2725664,1,Terminated,461352,461368,100,0.59
J25_4_8_11_13_24,1,j_2727963,1,Terminated,666568,666938,100,0.49
J25_4_6_9_10_11_13_18_19_20_22_24,1,j_2731952,1,Terminated,110131,111040,50,0.2
J25_3_20_24,1,j_2757376,1,Terminated,108189,110326,50,0.2
M25_17_24,75,j_2858044,1,Terminated,104416,104453,100,0.3
J25_20_21_22_23_24,687,j_2889957,1,Terminated,299437,299900,50,0.59
J25_13_14_24,1,j_2908859,1,Terminated,96484,96717,50,0.39
R25_2_3_5_6_12_15_19_21_22_23_24,43,j_3081688,1,Terminated,179213,179265,100,0.39
J25_27_28,7,j_3089266,1,Terminated,606367,606517,100,0.59
J25_8_11_13_24,25,j_3089556,1,Terminated,266852,266872,100,0.59
J25_3_4_19_24,3,j_3092123,1,Terminated,679789,679866,50,0.3
R25_132,1,j_3093365,1,Terminated,352124,352132,50,0.2
J25_6_15_20_24,473,j_3101812,1,Terminated,157020,157038,100,0.59
R25_2_4_6_8_11_13_15_17_19_24,11,j_3141464,1,Terminated,544207,544233,100,0.49
R25_46,53,j_3153657,1,Terminated,626045,628311,50,0.49
R25_3_10_11_21_24,1,j_3234874,1,Terminated,257321,257821,50,0.2
J25_9_10_12_13_24,129,j_3234957,1,Terminated,358172,358569,50,0.39
R25_16_17,63,j_3245992,1,Terminated,625002,625991,50,0.39
M25_4_10_13_24,1111,j_3274576,1,Terminated,201410,201948,50,0.59
J25_2_5_8_10_12_15_17_19_20_21_22_24,13,j_3280232,1,Terminated,433919,433923,100,0.49
R25_56,1,j_3299571,1,Terminated,362517,362531,100,0.49
J25_13_14_15_18_20_22_24,1,j_3361837,1,Failed,402112,402212,50,0.2
J25_21_40,1,j_3372354,1,Terminated,195328,195758,50,0.2
J25_21_23_24,1,j_3479024,1,Terminated,291800,293099,50,0.2
J25_2_4_5_24,3,j_3491080,1,Terminated,192451,192559,50,0.2
J25_12_18_24,1,j_3578246,1,Terminated,93281,93344,50,0.3
J25_3_6_9_12_18_21_24,9,j_3595965,1,Terminated,198701,199192,50,0.39
R25_62,1,j_3615061,1,Terminated,362450,362465,100,0.49
R25_55,2,j_3649910,1,Terminated,622832,622851,100,0.49
J25_2_4_12_16_17_24,101,j_3658135,1,Terminated,231084,231092,100,0.49
J25_1_2_3_8_24,27,j_3708308,1,Terminated,536865,536879,100,0.59
J25_23_31,1,j_3737803,1,Terminated,448034,448322,50,0.3
J25_15_16_17_19_20_23_24,15,j_3748497,1,Terminated,425670,425674,100,0.59
J25_4_5_6_7_8_9_11_12_13_14_16_17_19_20_21_23_24,65,j_3793475,1,Terminated,355662,355683,100,0.49
J25_18_23_24,539,j_3902941,1,Terminated,625220,629587,50,0.59
J25_8_9_10_11_12_13_14_15_17_19_20_21_22_24,1,j_3952587,1,Terminated,545863,546310,50,0.2
J25_14_16_17_18_23_24,124,j_3981842,1,Terminated,552928,552977,100,0.59
R25_120,1,j_4046204,1,Terminated,620621,620629,100,0.49
J25_5_10_11_12_21_22_24,3,j_31263,1,Terminated,201404,201487,50,0.2
J25_23_24_28,1,j_119846,1,Terminated,476816,476988,50,0.49
J25_1_2_4_10_13_16_17_23_24,911,j_197351,1,Terminated,109123,110066,50,0.39
J25_10_24_35,177,j_227496,1,Terminated,184848,184861,100,0.59
J25_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_21_2,1111,j_285038,1,Terminated,94265,94353,100,0.79
J25_24_30,1,j_359260,1,Terminated,658949,658968,100,0.59
J25_2_5_7_24,1111,j_378069,1,Terminated,483737,484167,100,0.59
J25_24_29,271,j_380814,1,Terminated,524351,527233,50,0.39
J25_3_7_9_14_24,1,j_485121,1,Terminated,504026,504743,50,0.2
J25_14_17_19_24,17,j_485136,1,Terminated,196820,196857,100,0.59
J25_1_3_24,651,j_593562,1,Terminated,144236,144307,100,0.59
J25_29_34,467,j_638423,1,Terminated,654274,654355,100,0.59
M25_2,1,j_643130,1,Terminated,108379,108395,100,0.2
J25_1_4_8_10_12_14_16_19_21_24,11,j_986232,1,Terminated,529304,529392,100,0.49
J25_12_13_15_18_20_24,15,j_1016409,1,Terminated,634024,634665,50,0.39
R25_12_24,555,j_1212594,1,Terminated,538367,538668,100,0.54
J25_12_15_23_24,1,j_1304503,1,Terminated,190917,191079,50,0.3
J25_13_15_16_17_18_19_20_24,556,j_1709842,1,Terminated,332356,332395,100,0.59
J25_1_2_7_10_14_15_16_17_18_19_20_21_22_23_24,55,j_1788487,1,Terminated,589579,589605,100,0.49
J25_35_36,1,j_2066627,1,Terminated,346837,346855,100,0.59
J25_1_3_8_9_18_19_24,13,j_2068381,1,Running,340695,340922,50,0.39
J25_6_17_42,119,j_2516198,1,Terminated,543887,544062,100,0.59
J25_24_34,1,j_2664653,1,Terminated,459133,459166,50,0.2
J25_7_23_24,1,j_2676963,1,Terminated,133424,133454,100,0.59
J25_2_9_12_17_18_23_24,135,j_2858364,1,Terminated,647145,647286,100,0.59
J25_2_4_6_7_19_23_24,1111,j_3050575,1,Terminated,621331,621463,100,0.59
J25_2_4_7_10_14_24,1111,j_3113590,1,Terminated,649498,649524,100,0.49
J25_1_2_3_4_5_13_21_24,481,j_3135233,1,Terminated,345775,345802,100,0.49
J25_18_22_23_24_34,4,j_3247046,1,Terminated,206222,206250,100,0.59
J25_9_11_12_24,29,j_3855688,1,Terminated,396135,396143,100,0.79
J25_19_24_45,165,j_232733,1,Terminated,271925,271942,100,0.59
J25_2_4_12_16_18_24,77,j_412397,1,Terminated,673357,673513,100,0.49
M25_3_14_17,23,j_486249,1,Terminated,173964,173999,100,0.3
J25_14_15_24,223,j_1415279,1,Terminated,312666,312693,100,0.79
M25_21_24_31,53,j_1470437,1,Terminated,639883,640042,100,0.39
J25_24_33,1,j_1893236,1,Terminated,309494,309551,100,0.59
J25_2_4_5_7_8_10_14_17_19_21_24,1,j_2136312,1,Terminated,280975,281020,100,0.49
M25_2_20,3,j_2393775,1,Terminated,322724,322750,100,0.3
M25_1_3_6_24,79,j_3424753,1,Terminated,312322,312335,100,0.39
J25_10_11_12_13_14_15_16_17_18_19_20_21_24,553,j_3448612,1,Terminated,641847,642581,100,0.59
R25_64,1,j_3582817,1,Terminated,533627,533640,100,0.49
J25_10_24_34,179,j_3726345,1,Terminated,185253,185269,100,0.59
J25_15_28_30,5,j_4130756,1,Terminated,664224,664234,100,0.59
R26_25,1,j_729,1,Terminated,104518,104521,50,0.2
M26,1,j_1431,1,Terminated,638814,638819,100,0.3
R26_38,1,j_1603,1,Terminated,622687,622697,50,0.2
R26_20,1,j_2016,1,Terminated,205308,205383,50,0.2
J26_5_14,53,j_3003,1,Terminated,275800,275861,100,0.59
R26_10,1,j_3718,1,Terminated,299194,299412,50,0.2
R26_27,1,j_4142,1,Terminated,389738,389740,100,0.49
J26_2_15_16,7,j_5401,1,Terminated,594188,594198,100,0.49
R26_6,1,j_9015,1,Terminated,662516,662529,100,0.39
R26_31,1,j_10703,1,Terminated,300352,300386,50,0.3
R26_24_25,1,j_11083,1,Terminated,174596,174601,100,0.39
R26_51,1,j_11619,1,Terminated,353547,353549,100,0.49
J26_1_2_4_6_8_10_12_14_22_25,89,j_13699,1,Terminated,123039,123103,100,0.59
J26_11_13_25,37,j_14883,1,Terminated,490619,490872,50,0.3
J26_10_13_25,1,j_16092,1,Terminated,318194,318557,50,0.2
J26_15_25,1,j_17008,1,Terminated,591902,591928,50,0.2
R26_1,1111,j_17664,1,Terminated,379147,379602,100,0.49
J26_24_25,62,j_18367,1,Terminated,322604,322639,100,0.59
J26_8_9_25,1000,j_20144,1,Terminated,506016,507263,50,0.49
R26_39,3,j_22464,1,Terminated,160215,160289,100,0.49
J26_2_4_9_15_18_24_25,11,j_29676,1,Terminated,216214,216221,100,0.59
R26_17,35,j_31429,1,Terminated,536418,536461,100,0.49
R26_23,5,j_32152,1,Terminated,257124,257227,50,0.2
J26_2_12_18_21_23_25,1,j_32282,1,Terminated,185507,185592,50,0.2
J26_8_18_25,1,j_34609,1,Terminated,651117,651129,50,0.2
J26_3_4_25_28_30,43,j_39627,1,Terminated,605654,605664,100,0.59
R26_30,1,j_39942,1,Terminated,376215,376216,50,0.2
R26_3_12_15_25,1,j_40049,1,Terminated,530609,531185,100,0.39
J26_23_24_25,3,j_44784,1,Terminated,582872,582873,100,0.49
M26_25,5,j_45713,1,Terminated,86434,86441,100,0.3
R26_3,71,j_47613,1,Terminated,619119,619151,100,0.39
J26_21_25,1,j_47888,1,Terminated,454497,454523,50,0.2
J26_24_25_46,3,j_54663,1,Terminated,397454,397459,100,0.59
R26_32,1,j_57659,1,Running,550818,550839,,
J26_11_25,1,j_57660,1,Terminated,357148,357276,50,0.2
J26_17_22_25,3,j_60968,1,Terminated,435959,436425,50,0.39
J26_23_25,1,j_74258,1,Running,453662,453899,50,0.2
J26_10_11_12_13_14_15_16_17_18_19_20_21_22_25,553,j_85286,1,Terminated,377987,378879,100,0.59
R26_5,6,j_85368,1,Terminated,302567,302573,100,0.39
R26_11,1,j_86311,1,Running,376713,376849,50,0.2
J26_11_12_25,3,j_88594,1,Terminated,182587,182877,50,0.3
J26_27_40,9,j_93477,1,Terminated,573246,573291,100,0.59
J26_19_25,1,j_96394,1,Terminated,530854,531287,100,0.59
R26_33,1,j_98216,1,Terminated,137015,137027,50,0.2
R26_35,3,j_99456,1,Terminated,199441,199506,50,0.39
R26_8,3,j_99794,1,Terminated,450042,450075,100,0.39
R26_22,1,j_104352,1,Terminated,209372,209384,50,0.2
R26_15,1,j_104380,1,Terminated,279632,279801,50,0.39
R26_14,1,j_106166,1,Terminated,343021,343029,50,0.2
M26_18_22_25,75,j_107928,1,Terminated,540010,540022,100,0.3
J26_2_4_5_20_23_24_25,223,j_110792,1,Terminated,439161,439187,100,0.59
J26_13_14_15_16_17_18_19_20_21_22_23_24_25,13,j_125119,1,Terminated,602508,602573,100,0.59
J26_15_16_20_22_25,49,j_125633,1,Terminated,552170,552184,100,0.69
R26_13,3,j_132660,1,Terminated,201421,201717,50,0.2
J26_27_28_30,1,j_133970,1,Terminated,89622,89628,100,0.59
J26_4_14_17_23_25,1,j_134631,1,Terminated,191241,192605,50,0.2
J26_21_24_25,3,j_143079,1,Terminated,300719,300848,50,0.39
R26_2,1,j_146593,1,Terminated,99746,100082,50,0.2
R26_9_12,7,j_150529,1,Terminated,546088,546361,50,0.39
J26_14_15_16_17_18_19_20_21_22_23_24_25,129,j_154856,1,Terminated,433767,434230,50,0.49
R26_2_3,1,j_158391,1,Terminated,290927,291012,50,0.2
R26_4,607,j_160363,1,Running,365121,0,,
J26_7_25,1,j_166368,1,Terminated,605761,605769,100,0.59
J26_19_21_25,1,j_178904,1,Terminated,372047,372127,50,0.2
R26_23_25,1,j_181570,1,Terminated,109857,109867,100,0.49
J26_2_3_7_13_14_19_20_24_25,1,j_185810,1,Terminated,519262,519344,50,0.2
J26_3_5_18_25,717,j_186392,1,Terminated,547727,547740,100,0.49
J26_1_2_3_4_5_6_7_25,599,j_200674,1,Terminated,215058,215474,100,0.49
J26_12_14_15_25,3,j_202458,1,Terminated,104378,104984,50,0.3
J26_10_25,7,j_213742,1,Terminated,153182,153245,50,0.39
J26_6_25,1,j_214246,1,Terminated,287824,287873,50,0.2
J26_25_29,3,j_222515,1,Terminated,538069,538168,50,0.2
J26_4_25,13,j_225490,1,Terminated,457826,457842,100,0.59
J26_21_23_25,1,j_229006,1,Terminated,637443,637703,50,0.2
J26_2_4_5_25,39,j_230647,1,Terminated,95703,95725,100,0.49
J26_12_25,3,j_256693,1,Terminated,598727,598792,50,0.2
R26_9,1,j_258630,1,Terminated,624386,625177,50,0.2
J26_18_19_20_22_24_25,419,j_263696,1,Terminated,571429,571758,100,0.59
R26_18,3,j_268414,1,Terminated,188216,188997,50,0.39
R26_36,1,j_270573,1,Terminated,632423,632813,50,0.3
J26_25_34,2,j_271592,1,Terminated,321076,321112,100,0.59
M26_2_4_6_8_10_12_14_16_18_20_22_25,13,j_271791,1,Terminated,122616,122624,100,0.3
R26_2_7_14_25,1,j_273331,1,Terminated,367822,368001,100,0.49
J26_18_23_24_25,37,j_277683,1,Terminated,451695,451705,100,0.59
J26_1_25,1,j_290951,1,Terminated,558536,558574,100,0.59
J26_9_11_13,7,j_302196,1,Terminated,182088,182123,100,0.59
J26_8_25,35,j_331259,1,Terminated,97175,97716,50,0.49
J26_3_25_29,17,j_334240,1,Terminated,260971,260979,100,0.59
R26_7,1,j_337924,1,Terminated,575062,575065,100,0.39
R26_28,3,j_338673,1,Terminated,287393,287711,50,0.39
J26_6_11_14_17_20_23_25,1,j_343721,1,Terminated,435004,435834,50,0.59
J26_18_25,801,j_349363,1,Terminated,205850,206358,50,0.49
R26_5_6,1,j_352124,1,Terminated,100452,100504,50,0.2
J26_1_6_25,10,j_353101,1,Terminated,203141,203254,100,0.69
J26_15_17_18_20_25,11,j_353103,1,Terminated,612397,612406,100,0.59
J26_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_,5,j_362217,1,Terminated,459521,459813,50,0.49
J26_16_25,21,j_363029,1,Terminated,622904,622920,100,0.59
J26_20_21_23_25,1,j_368735,1,Terminated,255048,255094,50,0.3
M26_14_19_20_21_22_25,71,j_368911,1,Terminated,212517,212566,100,0.39
J26_9_25,3,j_371134,1,Terminated,689763,689920,50,0.3
J26_10_12_14_25,37,j_385493,1,Terminated,437965,437979,100,0.59
J26_2_25,3,j_399731,1,Terminated,451729,451782,50,0.2
R26_41,1,j_402547,1,Terminated,559153,559159,100,0.39
J26_3_6_9_12_15_18_23_25,23,j_404550,1,Terminated,231943,231945,100,0.59
R26_45,2,j_428934,1,Terminated,450473,450484,100,0.49
J26_11_25_36,177,j_429182,1,Terminated,183494,183505,100,0.59
J26_25_48,223,j_432300,1,Terminated,438298,438320,100,0.59
J26_8_24_25,1,j_456825,1,Terminated,138225,138581,50,0.2
J26_5_11_25,1,j_458322,1,Terminated,623134,623277,50,0.2
R26_14_25,3,j_469365,1,Terminated,366276,366308,50,0.2
J26_22_23_25,23,j_469638,1,Terminated,110789,111102,50,0.39
J26_8_9,15,j_473493,1,Terminated,225723,226438,50,0.49
J26_12_14_15_17_18_19_21_22_24_25,1111,j_478716,1,Terminated,296698,296758,100,0.59
R26_19,1,j_498527,1,Terminated,174638,175014,50,0.2
J26_19_20_21_25,1,j_510079,1,Terminated,363800,364176,50,0.39
R26_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,3,j_517783,1,Terminated,198718,198941,50,0.3
J26_4_7_9_14_25,1,j_536646,1,Terminated,637561,637661,50,0.2
J26_4_5_8_25,1,j_542084,1,Terminated,367947,369151,50,0.2
R26_2_4_6_7_8_10_11_13_16_17_18_25,1111,j_547523,1,Terminated,366398,370249,100,0.49
J26_2_10_11_13_14_15_16_17_18_19_21_22_23_24_25,65,j_548208,1,Terminated,106063,106455,50,0.39
J26_51_52,1,j_558986,1,Terminated,186791,186798,50,0.2
J26_2_4_5_6_25,1,j_564200,1,Terminated,189234,189703,50,0.2
R26_44,2,j_567198,1,Terminated,277782,277806,100,0.49
R26_21,1,j_570169,1,Terminated,674544,674559,100,0.49
M26_5_8_22_25,5,j_572894,1,Terminated,519623,519636,100,0.3
J26_4_5_25,1111,j_573685,1,Terminated,657868,658582,100,0.59
J26_25_28,3,j_574823,1,Terminated,432085,432550,50,0.2
J26_25_41,1,j_586132,1,Terminated,89024,89037,50,0.2
J26_3_4,9,j_623277,1,Terminated,641189,641243,100,0.49
J26_13_14_15_19_20_21_23_25,103,j_627897,1,Terminated,590815,591015,100,0.59
J26_20_25,473,j_632514,1,Terminated,203759,204485,50,0.39
J26_24_25_43,5,j_639845,1,Terminated,371125,371130,100,0.59
J26_1_2_4_5_6_8_9_10_12_13_14_15_17_18_20_21_22_24,73,j_644025,1,Terminated,347065,347081,100,0.49
J26_13_25,89,j_646153,1,Terminated,473661,474308,50,0.39
R26_29,1,j_657572,1,Terminated,533096,533112,100,0.49
J26_2_4_11_25,1,j_668140,1,Terminated,108107,108924,50,0.3
J26_27_39,11,j_673473,1,Terminated,268550,268607,100,0.59
J26_10_16_17_24_25,1,j_683144,1,Terminated,450615,450626,100,0.59
J26_11_14_25,1111,j_688729,1,Terminated,657509,657531,100,0.59
J26_3_9_25,3,j_705698,1,Terminated,266191,266287,50,0.3
J26_1_2_3_4_5_6_7_8_25,403,j_718670,1,Running,429007,429038,100,0.49
J26_22_25,3,j_766272,1,Terminated,312558,312573,100,0.79
J26_7_15_21_25,1,j_779756,1,Terminated,157147,157167,100,0.59
R26_16,3,j_783466,1,Terminated,365080,365086,50,0.2
R26_36_38,1,j_803674,1,Terminated,621682,621690,100,0.49
J26_1_2_3_4_5_7_15_16_17_20_21_24_25,467,j_807821,1,Terminated,285149,286465,50,0.39
J26_3_5_7_9_12_13_17_21_22_23_25,1,j_823210,1,Terminated,453915,456728,50,0.2
M26_6_12_16_25,85,j_841590,1,Terminated,196038,196079,50,0.3
J26_19_24_25,545,j_907218,1,Terminated,456637,463145,50,0.59
J26_18_21_25,1,j_927272,1,Terminated,365233,365993,50,0.2
J26_12_25_29,21,j_929164,1,Terminated,347600,347610,100,0.59
J26_7_8_9_12_14_15_16_25,15,j_939502,1,Terminated,571352,571354,100,0.59
J26_3_5,1,j_944523,1,Terminated,268367,268386,50,0.2
R26_2_4_6_8_10_12_14_16_18_20_22_25,1,j_953735,1,Terminated,378266,378322,100,0.49
J26_9_12_16_18_25,11,j_977767,1,Terminated,606385,606564,50,0.3
J26_23_34,81,j_985509,1,Terminated,165107,165120,100,0.59
J26_25_42,3,j_986497,1,Terminated,617224,617283,50,0.3
R26_4_25,1,j_1002399,1,Terminated,639206,639211,100,0.49
J26_1_20,1,j_1020339,1,Terminated,91185,91324,50,0.2
